Line count: 1001
0.9 1.28789e-07 0.9
0.899222 0.0565744 0.901
0.894887 0.113051 0.902
0.887005 0.169206 0.903
0.875599 0.224816 0.904
0.860707 0.279657 0.905
0.842377 0.333521 0.906
0.820678 0.386182 0.907
0.795686 0.437433 0.908
0.767494 0.487067 0.909
0.736205 0.534885 0.91
0.701937 0.580694 0.911
0.664819 0.624307 0.912
0.624991 0.665549 0.913
0.582608 0.704247 0.914
0.537823 0.740251 0.915
0.490817 0.773405 0.916
0.441768 0.803573 0.917
0.390865 0.830631 0.918
0.338306 0.854465 0.919
0.284295 0.874972 0.92
0.229043 0.892065 0.921
0.172765 0.905669 0.922
0.115685 0.915721 0.923
0.0580177 0.922177 0.924
-7.24142e-07 0.925 0.925
-0.0581448 0.924173 0.926
-0.116185 0.91969 0.927
-0.173887 0.911563 0.928
-0.231034 0.899814 0.929
-0.287387 0.884482 0.93
-0.342725 0.865622 0.931
-0.396824 0.8433 0.932
-0.449477 0.817594 0.933
-0.500463 0.788602 0.934
-0.54958 0.75643 0.935
-0.59663 0.7212 0.936
-0.641419 0.683045 0.937
-0.683773 0.642104 0.938
-0.723513 0.59854 0.939
-0.760477 0.552517 0.94
-0.794511 0.504215 0.941
-0.82548 0.453814 0.942
-0.853252 0.401509 0.943
-0.877709 0.347508 0.944
-0.898749 0.29202 0.945
-0.916279 0.235263 0.946
-0.930226 0.177449 0.947
-0.940525 0.118815 0.948
-0.947127 0.0595869 0.949
-0.95 2.27248e-06 0.95
-0.949124 -0.0597115 0.951
-0.944493 -0.119319 0.952
-0.936119 -0.178576 0.953
-0.924028 -0.237252 0.954
-0.90826 -0.295109 0.955
-0.888867 -0.351925 0.956
-0.865919 -0.407472 0.957
-0.839501 -0.461521 0.958
-0.809712 -0.513856 0.959
-0.776658 -0.564272 0.96
-0.740462 -0.612566 0.961
-0.701267 -0.658536 0.962
-0.659218 -0.701998 0.963
-0.614478 -0.742773 0.964
-0.567214 -0.7807 0.965
-0.517607 -0.815622 0.966
-0.465854 -0.847389 0.967
-0.412156 -0.875872 0.968
-0.356714 -0.900953 0.969
-0.299745 -0.922525 0.97
-0.241476 -0.940495 0.971
-0.182133 -0.954784 0.972
-0.121951 -0.965327 0.973
-0.0611597 -0.972078 0.974
2.01081e-06 -0.975 0.975
0.0612856 -0.974074 0.976
0.122449 -0.969296 0.977
0.183257 -0.960677 0.978
0.243466 -0.948243 0.979
0.302839 -0.932035 0.98
0.361132 -0.91211 0.981
0.418114 -0.888541 0.982
0.473563 -0.86141 0.983
0.527255 -0.830817 0.984
0.57897 -0.79688 0.985
0.628499 -0.759727 0.986
0.675647 -0.719493 0.987
0.72022 -0.676334 0.988
0.762039 -0.63041 0.989
0.800928 -0.581905 0.99
0.836728 -0.531006 0.991
0.869296 -0.477901 0.992
0.898493 -0.4228 0.993
0.924199 -0.365913 0.994
0.946301 -0.307473 0.995
0.964709 -0.247696 0.996
0.97934 -0.18682 0.997
0.990131 -0.12508 0.998
0.997029 -0.0627251 0.999
1 -1.11257e-06 1
